,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,sunrise,sunset,bc,br,dz,fg,fg+,fu,gr,hz,mi,ra,sn,sq,ts,vc
725,2010-10-21,56.0,39.5,47.75,29.5,40.0,17.0,0.0,0.0,29.28,29.96,8.95,30.0,9.4,6.183333333333334,17.016666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,2010-10-22,64.5,35.0,49.75,30.0,42.0,15.0,0.0,0.015,29.375,30.075,5.35,21.0,5.8,6.2,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2010-10-23,66.0,54.0,60.0,45.0,52.5,4.5,0.0,0.155,29.23,29.945,9.9,20.5,10.850000000000001,6.216666666666667,16.966666666666665,0,1,0,0,0,0,0,0,0,1,0,0,1,0
728,2010-10-24,72.5,55.5,64.0,52.0,57.0,1.0,0.0,0.53,29.015,29.74,8.05,20.5,9.05,6.233333333333333,16.95,0,1,0,0,0,0,0,0,0,1,0,0,1,0
729,2010-10-25,72.0,56.5,64.25,56.0,60.0,0.5,0.0,0.005,28.77,29.5,10.85,19.0,11.55,6.266666666666667,16.933333333333334,0,1,0,0,0,0,0,0,0,0,0,0,0,0
730,2010-10-26,70.5,54.0,62.25,47.0,53.5,2.5,0.0,0.32,28.59,29.240000000000002,21.65,21.0,23.85,6.283333333333333,16.9,0,1,0,0,0,0,0,0,0,1,0,0,0,0
731,2010-10-27,65.0,43.0,54.0,31.5,44.5,11.0,0.0,0.0,28.96,29.595,21.3,24.5,22.65,6.3,16.883333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,2010-10-28,46.0,39.0,42.5,30.5,38.0,22.0,0.0,0.0,29.46,30.11,14.3,28.0,14.649999999999999,6.316666666666666,16.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,2010-10-29,50.0,32.0,41.0,26.5,36.0,23.5,0.0,0.0,29.515,30.244999999999997,5.75,24.0,7.95,6.333333333333333,16.833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,2010-10-30,63.0,41.5,52.25,32.0,42.0,12.5,0.0,0.0,29.175,29.89,6.3,24.5,13.3,6.366666666666666,16.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,2010-10-31,52.0,37.5,44.75,30.5,39.0,20.0,0.0,0.0,29.52,30.2,7.4,2.0,8.4,6.383333333333334,16.783333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,2011-05-01,63.5,49.5,56.5,37.0,47.5,8.5,0.0,0.0,29.29,29.945,11.3,26.0,11.75,4.8,18.816666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,2011-05-02,59.5,42.5,51.0,31.0,42.0,13.5,0.0,0.0,29.490000000000002,30.165,4.949999999999999,36.0,9.9,4.783333333333333,18.833333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,2011-05-03,50.5,37.5,44.0,30.5,38.0,20.5,0.0,0.0,29.53,30.23,7.449999999999999,2.5,8.149999999999999,4.766666666666667,18.85,0,0,1,0,0,0,0,0,0,1,0,0,0,0
739,2011-05-04,58.0,37.0,47.5,29.0,40.0,17.5,0.0,0.0,29.665,30.37,4.75,3.0,7.449999999999999,4.733333333333333,18.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,2011-05-05,62.5,38.0,50.25,39.5,46.0,14.5,0.0,0.08,29.365,30.125,10.65,19.5,11.2,4.716666666666667,18.883333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0
741,2011-05-06,68.5,44.5,56.5,39.0,48.5,8.5,0.0,0.0,29.145,29.87,7.35,27.5,8.55,4.7,18.916666666666668,0,1,0,0,0,0,0,0,0,1,0,0,0,0
742,2011-05-07,60.0,44.5,52.25,45.0,49.0,12.5,0.0,0.0,29.155,29.845,5.199999999999999,5.0,7.4,4.683333333333334,18.933333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2011-05-08,68.0,41.5,54.75,43.5,49.5,10.0,0.0,0.0,29.299999999999997,29.975,6.75,6.0,7.5,4.65,18.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,2011-05-09,73.5,49.0,61.25,45.5,54.0,3.5,0.0,0.0,29.18,29.89,14.8,11.5,15.149999999999999,4.633333333333333,18.966666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0
745,2011-05-10,90.5,63.0,76.75,60.5,66.0,0.0,12.0,0.0,29.03,29.715,6.75,15.5,8.6,4.616666666666667,18.983333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0
746,2011-05-11,87.5,65.0,76.25,65.5,68.5,0.0,11.5,0.20500000000000002,29.130000000000003,29.79,3.95,14.0,6.5,4.6,19.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
747,2011-05-12,86.5,60.5,73.5,62.0,66.0,0.0,8.5,0.155,29.104999999999997,29.785,4.949999999999999,19.0,7.75,4.583333333333333,19.016666666666666,0,1,0,0,0,0,0,1,0,1,0,0,1,0
748,2011-05-13,77.0,47.0,62.0,54.0,56.5,3.0,0.0,0.015,29.035,29.72,10.3,2.0,11.25,4.566666666666666,19.033333333333335,0,1,0,0,0,0,0,0,0,1,0,0,0,0
749,2011-05-14,52.0,45.5,48.75,46.5,47.5,16.0,0.0,0.37,29.03,29.725,16.85,1.5,17.049999999999997,4.55,19.05,0,1,1,0,0,0,0,0,0,1,0,0,0,0
750,2011-05-15,47.0,41.5,44.25,37.0,41.5,20.5,0.0,0.33999999999999997,29.17,29.85,20.1,1.5,20.15,4.533333333333333,19.066666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0
751,2011-05-16,52.5,38.5,45.5,30.5,40.0,19.0,0.0,0.0,29.310000000000002,30.01,13.7,1.5,14.0,4.516666666666667,19.083333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,2011-05-17,60.0,40.0,50.0,34.0,43.5,15.0,0.0,0.0,29.240000000000002,29.955,12.649999999999999,2.5,13.149999999999999,4.5,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2011-05-18,59.0,49.5,54.25,48.5,50.0,10.5,0.0,0.05,29.185000000000002,29.884999999999998,6.4,1.5,7.05,4.483333333333333,19.116666666666667,0,1,1,0,0,0,0,1,0,1,0,0,0,0
754,2011-05-19,72.5,49.5,61.0,53.0,55.5,3.5,0.0,0.0,29.325,30.0,3.3,2.0,5.4,4.466666666666667,19.133333333333333,0,1,0,1,0,0,0,1,0,0,0,0,0,1
755,2011-05-20,72.5,50.0,61.25,53.5,56.5,3.5,0.0,0.0,29.33,30.03,5.45,6.5,6.1,4.45,19.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
756,2011-05-21,75.5,50.5,63.0,59.0,62.0,1.5,0.0,0.005,29.165,29.87,7.55,15.0,8.55,4.433333333333334,19.166666666666668,0,1,0,0,0,0,0,1,0,0,0,0,0,0
757,2011-05-22,87.5,63.0,75.25,59.5,64.5,0.0,10.5,0.35,28.985,29.695,10.75,18.5,11.5,4.416666666666667,19.183333333333334,0,1,0,0,0,0,0,0,0,1,0,0,1,0
758,2011-05-23,79.5,62.5,71.0,59.0,64.0,0.0,6.5,0.0,28.950000000000003,29.615000000000002,10.65,24.5,11.9,4.416666666666667,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,2011-05-24,67.5,47.5,57.5,47.0,52.0,7.0,0.0,0.06,29.18,29.85,11.55,3.5,11.95,4.4,19.216666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,2011-05-25,71.0,48.0,59.5,52.5,54.0,5.5,0.0,2.0700000000000003,28.945,29.66,9.25,3.0,10.899999999999999,4.383333333333334,19.233333333333334,0,1,0,0,0,0,0,0,0,1,0,0,1,0
761,2011-05-26,49.5,43.0,46.25,40.0,43.0,18.5,0.0,0.835,29.17,29.835,18.25,1.5,18.35,4.366666666666666,19.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0
762,2011-05-27,58.0,41.0,49.5,41.0,46.0,15.5,0.0,0.005,29.240000000000002,29.935000000000002,6.949999999999999,4.5,8.35,4.366666666666666,19.266666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763,2011-05-28,63.0,51.5,57.25,55.0,56.0,7.5,0.0,0.175,29.130000000000003,29.83,5.2,18.0,6.25,4.35,19.266666666666666,0,1,1,0,0,0,0,1,0,1,0,0,1,0
764,2011-05-29,71.0,54.5,62.75,59.5,60.5,2.0,0.0,1.4,29.195,29.86,3.6,11.0,6.15,4.35,19.283333333333335,0,1,0,1,1,0,0,0,0,1,0,0,1,0
765,2011-05-30,89.0,60.5,74.75,65.0,69.5,0.0,10.0,0.0,29.295,29.965,11.8,19.5,12.2,4.333333333333333,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,2011-05-31,86.5,69.0,77.75,64.5,69.0,0.0,13.0,0.04,29.375,30.03,12.4,22.0,13.2,4.333333333333333,19.316666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0
767,2011-06-01,81.5,61.0,71.25,49.0,59.0,0.0,6.5,0.0,29.475,30.16,11.1,26.5,11.0,4.316666666666666,19.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,2011-06-02,69.0,56.5,62.75,44.5,53.0,2.0,0.0,0.01,29.48,30.185000000000002,8.95,6.0,9.5,4.316666666666666,19.333333333333332,0,0,0,0,0,0,0,0,0,1,0,0,0,0
769,2011-06-03,87.5,56.0,71.75,61.5,67.0,0.0,7.0,0.095,29.34,30.035,10.4,16.5,11.05,4.3,19.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0
770,2011-06-04,91.5,65.5,78.5,64.0,68.5,0.0,13.5,0.33999999999999997,29.345,30.009999999999998,2.2,26.0,8.3,4.3,19.366666666666667,0,0,0,0,0,0,0,0,0,1,0,0,1,0
771,2011-06-05,84.5,61.5,73.0,55.0,62.0,0.0,8.5,0.005,29.384999999999998,30.07,2.9000000000000004,7.5,5.2,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,2011-06-06,93.5,61.0,77.25,63.5,69.0,0.0,12.5,0.0,29.185,29.884999999999998,8.15,20.0,9.149999999999999,4.283333333333333,19.383333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,2011-06-07,96.0,76.0,86.0,64.5,72.0,0.0,21.5,0.0,29.145,29.810000000000002,10.0,23.0,10.35,4.283333333333333,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,2011-06-08,95.5,66.5,81.0,63.5,71.0,0.0,16.5,0.43,29.165,29.805,10.45,23.5,12.75,4.283333333333333,19.416666666666668,0,1,0,0,0,0,0,0,0,1,0,0,1,0
775,2011-06-09,69.0,51.0,60.0,53.0,55.5,4.5,0.0,1.55,29.310000000000002,29.990000000000002,7.5,4.0,12.25,4.266666666666667,19.416666666666668,0,1,0,0,0,0,0,0,0,1,0,0,1,0
776,2011-06-10,70.0,51.0,60.5,56.0,57.5,4.5,0.0,0.48,29.235,29.93,6.25,2.0,7.75,4.266666666666667,19.433333333333334,0,1,0,0,0,0,0,1,0,1,0,0,1,0
777,2011-06-11,63.5,52.5,58.0,54.0,55.5,7.0,0.0,0.065,29.265,29.945,5.050000000000001,3.5,5.75,4.266666666666667,19.433333333333334,0,1,1,1,1,0,0,0,0,1,0,0,1,0
778,2011-06-12,64.0,50.5,57.25,45.0,52.0,7.5,0.0,0.0,29.41,30.095,8.850000000000001,2.5,9.4,4.266666666666667,19.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0
779,2011-06-13,71.5,55.0,63.25,43.0,53.0,1.5,0.0,0.0,29.415,30.11,7.75,6.0,8.25,4.266666666666667,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,2011-06-14,77.0,55.5,66.25,49.0,56.5,0.0,1.5,0.0,29.28,30.005000000000003,7.8,9.0,8.45,4.266666666666667,19.466666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,2011-06-15,71.5,57.0,64.25,59.0,61.5,0.5,0.0,0.8200000000000001,29.035,29.73,8.8,15.5,11.2,4.266666666666667,19.466666666666665,0,1,0,0,0,0,0,0,0,1,0,0,1,0
782,2011-06-16,81.0,61.5,71.25,59.0,63.0,0.0,6.5,0.035,29.085,29.755000000000003,6.05,27.5,8.3,4.266666666666667,19.483333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0
783,2011-06-17,82.0,62.0,72.0,60.0,64.5,0.0,7.0,0.0,29.155,29.82,5.55,6.5,6.4,4.266666666666667,19.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,2011-06-18,83.5,62.0,72.75,62.0,65.5,0.0,8.0,0.0,29.130000000000003,29.810000000000002,4.55,7.0,6.4,4.266666666666667,19.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,2011-06-19,82.0,64.0,73.0,65.0,68.5,0.0,8.0,0.0,29.055,29.740000000000002,3.9,12.5,5.050000000000001,4.266666666666667,19.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
786,2011-06-20,79.5,67.0,73.25,67.0,69.0,0.0,8.5,0.705,29.04,29.71,7.1,16.0,8.8,4.266666666666667,19.5,0,1,0,0,0,0,0,0,0,1,0,0,1,0
787,2011-06-21,89.0,67.5,78.25,70.0,72.5,0.0,13.5,0.265,28.950000000000003,29.634999999999998,11.25,18.0,11.95,4.266666666666667,19.5,0,1,0,0,0,0,0,0,0,1,0,1,1,0
788,2011-06-22,74.0,65.0,69.5,62.5,65.0,0.0,5.0,0.02,28.92,29.59,12.75,21.0,13.4,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
789,2011-06-23,71.5,62.5,67.0,59.5,62.5,0.0,2.5,0.030000000000000002,28.93,29.6,12.0,26.0,13.1,4.283333333333333,19.516666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0
790,2011-06-24,68.0,60.0,64.0,55.5,59.0,1.0,0.0,0.0,29.104999999999997,29.76,8.95,29.0,9.149999999999999,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,2011-06-25,78.5,59.5,69.0,52.5,60.0,0.0,4.5,0.0,29.245,29.915,3.2,9.5,5.199999999999999,4.283333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,0,0
792,2011-06-26,80.5,60.5,70.5,53.0,60.5,0.0,5.5,0.0,29.255000000000003,29.935000000000002,6.15,9.0,6.95,4.3,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,2011-06-27,80.5,66.0,73.25,63.5,67.0,0.0,8.5,0.085,29.115,29.795,6.65,21.0,10.0,4.3,19.516666666666666,0,1,0,0,0,0,0,1,0,1,0,0,0,0
794,2011-06-28,81.0,64.0,72.5,53.5,61.0,0.0,7.5,0.0,29.310000000000002,29.975,8.15,30.0,9.1,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,2011-06-29,80.5,61.0,70.75,55.5,62.0,0.0,6.0,0.0,29.380000000000003,30.049999999999997,3.8,8.0,5.65,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,2011-06-30,88.5,63.0,75.75,61.5,67.0,0.0,11.0,0.015,29.310000000000002,29.994999999999997,8.7,16.5,10.0,4.316666666666666,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,1
797,2011-07-01,89.0,71.0,80.0,62.5,68.0,0.0,15.5,0.005,29.275,29.955,12.350000000000001,18.0,12.850000000000001,4.333333333333333,19.516666666666666,0,0,0,0,0,0,0,0,0,1,0,0,1,0
798,2011-07-02,93.5,72.0,82.75,70.5,74.0,0.0,18.0,0.0,29.28,29.945,3.5,23.5,7.9,4.333333333333333,19.516666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799,2011-07-03,85.0,69.5,77.25,57.5,65.0,0.0,12.5,0.0,29.305,29.97,4.550000000000001,2.5,6.0,4.35,19.516666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,2011-07-04,88.5,66.5,77.5,54.0,63.5,0.0,12.5,0.0,29.29,29.96,3.0999999999999996,6.0,4.4,4.366666666666666,19.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
801,2011-07-05,91.5,67.5,79.5,59.5,68.0,0.0,15.0,0.0,29.28,29.950000000000003,5.050000000000001,27.0,5.9,4.366666666666666,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,2011-07-06,86.5,70.5,78.5,60.5,67.0,0.0,13.5,0.0,29.299999999999997,29.96,5.800000000000001,4.0,7.4,4.383333333333334,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,2011-07-07,81.5,64.5,73.0,54.0,62.5,0.0,8.5,0.035,29.25,29.939999999999998,5.4,7.0,6.65,4.383333333333334,19.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
804,2011-07-08,86.0,63.0,74.5,51.5,62.5,0.0,10.0,0.0,29.195,29.869999999999997,5.15,5.0,6.25,4.4,19.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,2011-07-09,90.5,64.0,77.25,59.0,67.0,0.0,12.5,0.0,29.240000000000002,29.91,5.300000000000001,18.5,6.2,4.416666666666667,19.483333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,2011-07-10,91.0,74.5,82.75,67.5,72.0,0.0,18.0,0.0,29.205,29.880000000000003,8.55,19.0,8.899999999999999,4.416666666666667,19.483333333333334,0,0,0,0,0,0,0,1,0,0,0,0,0,0
807,2011-07-11,89.0,70.5,79.75,70.5,74.0,0.0,15.0,0.26,29.15,29.814999999999998,5.4,24.5,8.25,4.433333333333334,19.466666666666665,0,1,0,0,0,0,0,1,0,1,0,0,1,0
808,2011-07-12,87.5,70.5,79.0,63.5,69.0,0.0,14.5,0.01,29.28,29.93,5.05,3.0,7.35,4.45,19.466666666666665,0,0,0,0,0,0,0,0,0,1,0,0,0,0
809,2011-07-13,74.0,64.5,69.25,57.0,62.5,0.0,4.5,0.0,29.375,30.049999999999997,11.05,4.0,11.55,4.466666666666667,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,2011-07-14,82.0,62.0,72.0,56.0,63.0,0.0,7.5,0.0,29.325000000000003,30.009999999999998,6.9,9.5,8.35,4.466666666666667,19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,2011-07-15,86.5,70.5,78.5,60.0,66.5,0.0,14.0,0.0,29.299999999999997,29.97,5.800000000000001,9.5,6.75,4.483333333333333,19.433333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,2011-07-16,89.5,72.5,81.0,60.5,68.0,0.0,16.0,0.0,29.35,30.009999999999998,2.95,19.0,3.5,4.5,19.416666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0
813,2011-07-17,95.0,71.5,83.25,69.0,74.0,0.0,18.5,0.0,29.380000000000003,30.049999999999997,6.5,22.5,6.800000000000001,4.516666666666667,19.416666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,2011-07-18,92.5,80.5,86.5,74.5,77.5,0.0,21.5,0.005,29.259999999999998,29.950000000000003,10.899999999999999,24.5,11.25,4.533333333333333,19.4,0,0,0,0,0,0,0,1,0,1,0,0,0,0
815,2011-07-19,92.5,78.5,85.5,72.5,76.5,0.0,21.0,0.0,29.200000000000003,29.875,3.85,6.5,6.4,4.55,19.383333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0
816,2011-07-20,99.5,75.0,87.25,73.0,77.0,0.0,22.5,0.01,29.115,29.79,8.3,23.0,10.3,4.55,19.383333333333333,0,1,0,0,0,0,0,1,0,0,0,0,1,0
817,2011-07-21,100.0,78.5,89.25,71.0,76.5,0.0,24.5,0.01,29.130000000000003,29.785,5.75,27.0,9.4,4.566666666666666,19.366666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0
818,2011-07-22,94.0,70.5,82.25,70.0,73.5,0.0,7.0,0.845,29.205,29.869999999999997,2.75,9.5,8.6,4.583333333333333,19.35,0,1,0,0,0,0,0,0,0,1,0,0,1,0
819,2011-07-23,87.0,70.0,78.5,70.0,73.0,0.0,14.0,3.45,29.255000000000003,29.939999999999998,0.75,25.0,5.1,4.6,19.333333333333332,0,1,0,0,0,0,0,0,0,1,0,0,1,1
820,2011-07-24,87.0,72.0,79.5,69.5,72.5,0.0,15.0,0.09999999999999999,29.29,29.96,1.1,21.5,6.050000000000001,4.616666666666667,19.316666666666666,0,1,0,1,0,0,0,0,0,1,0,0,1,1
821,2011-07-25,89.0,73.0,81.0,66.5,71.0,0.0,16.5,0.005,29.225,29.9,2.75,33.5,6.3,4.633333333333333,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,2011-07-26,84.0,71.5,77.75,62.5,68.0,0.0,13.0,0.005,29.205,29.869999999999997,6.1,5.5,8.25,4.65,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,2011-07-27,91.0,70.0,80.5,66.0,70.5,0.0,15.5,0.355,29.17,29.845,6.1,16.0,9.7,4.666666666666667,19.283333333333335,0,1,0,0,0,0,0,0,0,1,0,0,1,0
824,2011-07-28,87.5,73.5,80.5,71.0,74.0,0.0,15.5,0.35,29.23,29.880000000000003,3.25,22.0,6.8,4.683333333333334,19.266666666666666,0,1,0,0,0,0,0,0,0,1,0,0,1,0
825,2011-07-29,86.0,72.5,79.25,68.0,71.5,0.0,14.5,0.53,29.310000000000002,29.97,3.9,4.0,5.75,4.7,19.25,0,1,0,0,0,0,0,0,0,1,0,0,1,0
826,2011-07-30,91.0,67.5,79.25,64.5,70.5,0.0,14.5,0.0,29.380000000000003,30.04,2.2,12.0,3.4,4.716666666666667,19.233333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,2011-07-31,90.5,70.5,80.5,69.0,73.0,0.0,15.5,0.0,29.380000000000003,30.049999999999997,4.7,24.0,5.0,4.733333333333333,19.216666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,2011-08-01,91.0,75.0,83.0,71.5,75.0,0.0,18.5,0.0,29.305,29.979999999999997,3.6500000000000004,26.0,5.4,4.75,19.183333333333334,0,1,0,0,0,0,0,1,0,0,0,0,0,0
829,2011-08-02,93.0,74.0,83.5,73.0,76.5,0.0,19.0,0.355,29.07,29.759999999999998,8.15,20.5,8.8,4.766666666666667,19.166666666666668,0,0,0,0,0,0,0,1,0,1,0,0,1,0
830,2011-08-03,86.5,72.5,79.5,66.5,71.0,0.0,14.5,0.0,29.134999999999998,29.795,8.25,1.5,9.15,4.783333333333333,19.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0
831,2011-08-04,83.0,69.0,76.0,66.5,69.5,0.0,11.5,0.0,29.275,29.93,5.05,5.0,6.35,4.8,19.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,2011-08-05,83.5,69.5,76.5,68.0,71.0,0.0,11.5,0.0,29.235,29.92,4.6,6.0,5.75,4.816666666666666,19.116666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0
833,2011-08-06,85.0,72.5,78.75,70.0,72.0,0.0,14.0,0.43499999999999994,29.125,29.810000000000002,1.9,4.0,3.85,4.833333333333333,19.1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
834,2011-08-07,86.5,69.0,77.75,69.0,71.5,0.0,13.0,0.62,29.060000000000002,29.740000000000002,4.1,26.5,6.0,4.85,19.066666666666666,0,1,0,0,0,0,0,1,0,1,0,0,1,0
835,2011-08-08,80.0,68.5,74.25,67.0,69.5,0.0,9.5,0.45999999999999996,29.03,29.71,3.4,5.0,6.0,4.866666666666667,19.05,0,1,0,0,0,0,0,0,0,1,0,0,1,0
836,2011-08-09,81.0,65.0,73.0,61.0,66.0,0.0,8.0,0.005,29.0,29.665,10.9,27.5,11.35,4.883333333333333,19.033333333333335,0,1,0,0,0,0,0,0,0,0,0,0,0,0
837,2011-08-10,77.5,61.5,69.5,54.0,61.0,0.0,4.5,0.0,29.17,29.83,5.85,31.0,8.35,4.9,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,2011-08-11,81.0,58.5,69.75,54.0,61.0,0.0,5.0,0.0,29.28,29.939999999999998,2.35,23.5,3.6,4.916666666666667,18.983333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,2011-08-12,81.5,62.5,72.0,58.0,64.0,0.0,7.5,0.0,29.25,29.935000000000002,8.25,19.0,8.45,4.933333333333334,18.966666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,2011-08-13,83.5,64.0,73.75,63.5,66.0,0.0,9.0,0.8400000000000001,29.174999999999997,29.85,4.45,25.5,7.25,4.95,18.933333333333334,0,1,0,0,0,0,1,0,0,1,0,0,1,0
841,2011-08-14,75.0,62.0,68.5,60.0,63.0,0.0,4.0,0.005,29.265,29.939999999999998,11.05,35.5,12.149999999999999,4.966666666666667,18.916666666666668,0,0,0,0,0,0,0,0,0,1,0,0,0,0
842,2011-08-15,81.0,58.0,69.5,55.0,62.0,0.0,5.0,0.0,29.305,29.97,2.55,3.5,5.050000000000001,4.983333333333333,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,2011-08-16,84.0,62.0,73.0,57.0,63.5,0.0,8.0,0.0,29.35,30.020000000000003,2.5999999999999996,18.0,3.45,5.0,18.866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,2011-08-17,83.0,63.5,73.25,62.0,67.0,0.0,8.5,0.0,29.335,30.015,5.8,21.5,6.1,5.016666666666667,18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,2011-08-18,84.5,69.0,76.75,61.0,66.5,0.0,12.0,0.0,29.255000000000003,29.950000000000003,2.55,5.5,5.2,5.033333333333333,18.816666666666666,0,0,0,0,0,0,0,1,0,0,0,0,0,0
846,2011-08-19,86.5,65.5,76.0,62.5,68.0,0.0,11.5,0.0,29.205,29.880000000000003,4.0,13.5,5.5,5.05,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,2011-08-20,79.5,67.0,73.25,67.0,69.0,0.0,8.5,0.75,29.25,29.91,1.65,18.5,4.15,5.066666666666666,18.766666666666666,0,1,0,1,0,0,0,0,0,1,0,0,1,0
848,2011-08-21,80.5,65.0,72.75,58.0,63.5,0.0,8.0,0.005,29.29,29.96,7.5,32.0,8.05,5.083333333333333,18.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0
849,2011-08-22,82.0,60.0,71.0,59.0,64.0,0.0,6.5,0.0,29.33,30.015,1.15,17.0,3.8,5.1,18.716666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,2011-08-23,73.5,64.0,68.75,62.5,65.0,0.0,4.0,0.525,29.14,29.86,8.75,20.0,9.65,5.133333333333334,18.7,0,1,0,0,0,0,0,0,0,1,0,0,1,0
851,2011-08-24,91.5,69.5,80.5,65.0,70.0,0.0,16.0,0.0,29.02,29.689999999999998,8.149999999999999,26.0,10.85,5.15,18.666666666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,2011-08-25,81.5,64.5,73.0,59.0,64.0,0.0,8.5,0.0,29.295,29.939999999999998,3.5999999999999996,19.0,7.15,5.166666666666667,18.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,2011-08-26,83.0,60.0,71.5,58.0,63.5,0.0,6.5,0.0,29.29,29.975,1.5499999999999998,23.0,3.3499999999999996,5.183333333333334,18.616666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
